,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
4008,362018102807,1,46506,46097,91.32,11.54,7.22,3.48,0.73,259.57,264.02,90.95,12.35,3.7,6.46,0.36,163.83,170.34,0
4009,3342018102807,1,44946,45008,29.3,18.73,7.49,3.63,0.78,147.55,148.97,30.32,19.38,5.9,2.92,0.58,181.78,182.36,1
4010,3342018102807,1,44946,43637,30.45,17.03,5.98,5.61,0.62,145.74,142.6,30.69,16.1,1.92,3.04,0.18,290.43,332.13,1
4011,30702018102807,1,44837,38645,29.24,27.5,4.32,3.81,0.44,158.66,106.91,29.63,26.63,2.9,5.47,0.31,329.24,2.58,1
4012,33742018102807,1,46506,41579,86.89,18.3,3.35,4.24,0.31,347.71,321.84,85.68,19.18,1.11,3.4,0.12,121.96,104.39,1
4013,33742018102807,1,46506,38883,87.69,17.45,4.7,3.45,0.48,349.46,310.71,86.47,17.59,2.08,4.04,0.2,85.01,12.44,1
4014,362018102808,1,45102,38643,88.52,35.54,5.11,5.37,0.52,299.9,269.17,87.24,35.56,0.81,5.69,0.07,86.36,259.22,1
4015,20032018102808,1,37251,46349,88.25,30.23,4.07,3.05,0.41,246.7,245.09,87.91,31.44,4.84,4.73,0.5,177.34,201.34,1
4016,20032018102808,1,37251,43052,88.25,30.23,4.07,3.05,0.41,246.7,245.09,87.04,29.79,2.79,0.98,0.26,80.08,167.65,1
4017,362018102809,1,46309,46657,27.33,44.94,4.54,4.64,0.48,41.7,55.92,28.18,45.96,1.99,2.32,0.19,236.52,60.6,1
4018,362018102809,1,46309,45021,28.34,45.51,3.32,3.98,0.35,39.23,66.86,28.56,44.15,3.29,0.93,0.33,352.86,34.6,1
4019,6862018102809,1,46309,39402,49.62,5.42,8.51,1.43,0.85,122.03,150.21,50.86,6.15,7.53,0.7,0.75,152.74,164.6,1
4020,5662018102810,1,43485,44873,97.95,21.0,8.18,2.33,0.82,352.55,28.13,96.73,21.57,7.7,4.68,0.77,112.35,76.36,0
4021,5662018102810,1,43485,46114,99.52,28.09,3.71,2.94,0.37,332.65,329.13,99.12,27.13,7.12,3.5,0.73,345.48,14.06,1
4022,5662018102810,1,43485,46157,99.36,29.07,1.74,5.68,0.17,319.31,15.6,98.07,28.84,4.88,5.38,0.51,217.36,58.73,1
4023,17552018102810,1,45150,44873,32.29,15.87,9.64,1.1,0.97,144.03,165.17,33.34,16.76,8.15,4.5,0.82,260.8,192.14,0
4024,17552018102810,1,45150,44873,32.29,15.87,9.64,1.1,0.97,144.03,165.17,33.34,16.76,8.15,4.5,0.82,260.8,192.14,1
4025,20882018102810,1,42437,43485,92.33,9.09,4.57,2.07,0.47,273.43,263.2,91.52,9.94,2.32,3.99,0.24,160.89,119.18,0
4026,20882018102810,1,42437,42461,86.61,12.35,5.03,3.94,0.49,271.47,267.91,85.46,12.29,0.72,4.74,0.09,125.0,313.11,1
4027,21552018102810,1,43485,43414,29.6,51.24,4.39,5.96,0.45,84.56,43.09,31.06,51.44,2.08,0.42,0.2,227.22,320.18,1
4028,26832018102810,1,42437,46992,91.46,29.83,5.41,3.1,0.54,307.94,299.83,91.2,30.9,2.88,3.57,0.29,115.51,128.25,1
4029,26832018102810,1,42437,43456,91.93,29.54,5.57,3.54,0.56,313.42,302.36,91.42,28.6,6.03,3.61,0.6,357.53,355.51,1
4030,35762018102810,1,43485,46157,86.36,5.91,5.25,3.37,0.53,204.46,216.1,84.96,5.76,4.93,2.86,0.48,262.25,165.69,1
4031,40302018102810,1,42437,42461,28.56,31.75,3.17,4.52,0.32,93.99,116.47,29.46,30.73,3.75,6.34,0.39,287.21,13.75,1
4032,362018102811,1,45244,43533,91.76,15.62,4.51,5.61,0.48,247.32,225.9,91.26,14.32,2.45,2.42,0.23,23.58,239.9,1
4033,3162018102811,1,46474,39941,25.71,22.86,5.88,5.61,0.61,96.67,79.65,26.29,23.74,1.58,5.29,0.15,265.17,185.5,0
4034,10972018102811,1,45244,46294,36.93,45.84,8.85,1.02,0.89,88.06,76.61,37.73,44.87,4.4,4.09,0.42,309.36,33.17,1
4035,25242018102811,1,36071,45648,92.11,22.34,5.28,3.35,0.54,264.92,240.07,91.97,21.09,1.97,4.02,0.18,25.23,316.71,1
4036,8492018102900,1,42573,43794,28.6,39.03,7.59,2.04,0.77,82.72,55.95,29.67,38.75,5.41,1.65,0.55,289.47,292.91,1
4037,14692018102900,1,42573,42887,85.33,46.02,5.96,1.94,0.61,266.46,289.46,84.59,47.27,3.17,1.97,0.32,156.05,282.3,1
4038,21702018102900,1,39975,45478,33.88,46.31,3.33,3.63,0.33,95.38,89.92,33.95,45.12,4.2,4.44,0.43,4.83,23.59,1
4039,21702018102900,1,39975,34891,30.57,47.04,4.8,1.47,0.48,86.02,101.19,31.9,47.61,1.25,5.8,0.14,280.93,260.74,1
4040,24182018102900,1,42573,34485,32.9,43.3,6.19,5.55,0.64,48.62,77.12,33.51,44.5,2.41,4.96,0.24,200.84,137.03,0
4041,362018101800,1,43381,45533,25.62,21.74,4.36,3.04,0.45,161.34,138.05,26.5,20.86,4.23,4.47,0.44,287.17,260.52,1
4042,362018101800,1,43381,40059,26.27,20.75,3.75,3.17,0.39,191.44,153.6,27.05,21.86,6.43,4.3,0.65,198.74,211.38,1
4043,1932018101800,1,43381,45533,25.16,41.23,5.5,3.36,0.57,54.46,33.47,25.11,39.91,7.62,3.66,0.77,347.98,9.85,1
4044,5342018101800,1,43381,40059,24.06,19.35,6.96,3.42,0.77,90.97,146.04,24.84,19.5,6.39,3.11,0.58,299.41,230.73,1
4045,10052018101800,1,43381,46182,26.44,45.38,6.77,2.49,0.68,82.26,48.79,27.48,46.46,3.0,6.67,0.31,282.29,23.56,1
4046,23572018101800,1,46367,46671,92.88,10.79,7.12,1.33,0.72,293.46,274.26,91.93,10.07,5.94,5.25,0.6,24.86,47.41,1
4047,27722018101800,1,46367,43381,91.0,46.01,4.73,4.33,0.45,282.32,306.49,91.58,47.23,3.97,1.33,0.4,225.6,272.6,1
4048,38592018101800,1,43381,45267,99.15,33.91,5.84,3.15,0.6,336.03,344.51,98.25,33.2,6.56,2.22,0.65,65.57,31.75,1
4049,372018102100,1,42973,42116,42.01,13.11,5.86,4.57,0.6,34.32,80.01,42.78,14.23,3.94,3.12,0.41,179.47,154.45,1
4050,3602018102100,1,42973,44926,30.63,16.16,3.51,8.46,0.39,61.46,104.23,31.48,15.45,2.12,1.83,0.17,357.94,226.59,1
4051,3602018102100,1,42973,46749,27.35,17.32,7.54,3.19,0.76,106.53,108.29,27.98,18.13,7.99,4.81,0.8,198.31,199.7,1
4052,7482018102100,1,42973,46320,42.39,13.07,3.82,1.66,0.39,157.12,103.36,43.38,13.97,3.36,2.46,0.35,187.21,147.86,1
4053,7482018102100,1,42973,45571,37.25,14.52,5.71,3.34,0.58,122.98,120.94,37.81,13.23,3.27,0.96,0.33,308.05,82.91,1
4054,9602018102100,1,44964,40473,25.82,39.62,4.07,5.21,0.42,56.7,61.72,26.38,40.34,4.48,4.36,0.47,176.21,280.47,0
4055,9602018102100,1,44964,46221,27.07,40.3,0.88,4.0,0.11,163.88,58.8,28.47,40.17,1.79,2.8,0.19,280.25,315.29,1
4056,17622018102100,1,42973,46342,71.74,50.12,6.46,4.78,0.66,292.46,280.92,70.35,49.79,3.27,3.56,0.33,74.4,11.71,1
4057,19642018102100,1,44964,46110,27.22,41.64,7.11,2.94,0.72,60.78,80.02,27.84,42.84,1.56,5.86,0.13,183.62,113.44,0
4058,19642018102100,1,44964,40473,30.19,42.71,5.61,4.84,0.57,42.48,59.0,31.18,42.1,2.73,0.85,0.27,76.02,342.99,1
4059,26592018102100,1,42973,46729,37.36,11.86,7.08,3.09,0.72,57.96,66.55,37.1,13.01,6.51,4.86,0.65,171.79,158.51,0
4060,26592018102100,1,42973,42116,40.13,13.09,4.9,4.34,0.51,122.35,66.13,40.11,14.26,3.33,4.88,0.34,163.38,161.58,1
4061,19952018102101,1,40383,43349,71.83,50.24,8.51,9.68,0.54,252.6,320.39,70.7,50.49,3.82,4.19,0.54,61.85,22.33,1
4062,20362018102101,1,43396,45244,88.49,45.05,2.59,3.89,0.28,297.39,316.92,87.34,45.33,2.33,2.98,0.23,67.56,45.15,1
4063,33872018102101,1,43396,45244,23.88,30.36,5.42,5.43,0.54,140.6,156.18,24.51,31.55,8.93,4.99,0.91,201.62,187.34,1
4064,39142018102101,1,43396,38596,28.07,14.2,6.98,4.76,0.7,192.45,144.85,28.63,15.21,7.76,6.1,0.8,207.42,185.78,1
4065,2622018102102,1,40249,33234,93.84,10.89,3.41,2.55,0.34,287.58,271.32,93.48,11.96,3.91,2.17,0.4,141.13,147.72,1
4066,2622018102102,1,40249,43794,95.38,11.03,4.27,4.54,0.44,272.98,258.32,93.95,10.75,4.69,2.31,0.47,171.34,131.41,1
4067,7942018102102,1,39975,43402,31.06,6.74,5.23,4.68,0.53,132.78,140.58,32.38,6.1,0.37,1.98,0.03,311.24,72.2,1
4068,9552018102102,1,39975,46184,23.84,36.61,7.75,2.77,0.78,64.1,48.24,25.18,35.97,5.63,3.03,0.57,312.6,359.19,1
4069,14522018102102,1,39975,46787,80.34,10.42,5.52,4.6,0.57,240.25,280.44,79.37,10.66,5.83,3.17,0.59,133.88,180.8,0
4070,24802018102102,1,40249,42887,85.45,31.55,4.7,2.72,0.48,222.05,247.43,85.89,30.27,5.43,3.04,0.55,304.2,305.19,1
4071,29492018102102,1,40249,33234,86.13,12.29,2.9,2.68,0.3,235.69,256.52,85.28,13.24,7.56,1.91,0.76,171.83,185.99,1
4072,39672018102102,1,40249,38737,25.4,7.9,1.58,5.65,0.13,40.06,351.69,26.62,8.74,2.72,5.79,0.28,254.33,243.96,1
4073,39672018102102,1,40249,42887,25.41,7.77,0.98,6.12,0.07,48.25,3.15,26.49,6.84,3.26,2.54,0.32,293.02,305.89,1
4074,43562018102102,1,39975,40249,84.98,11.86,8.11,2.53,0.82,252.8,254.56,84.22,12.75,6.06,5.04,0.61,185.98,205.33,0
4075,43562018102102,1,39975,43781,76.08,7.73,5.28,2.93,0.53,252.54,255.98,77.06,8.76,7.46,0.65,0.75,250.34,234.06,1
4076,12892018102103,1,42573,38670,31.78,37.38,6.35,3.51,0.65,83.03,110.37,32.58,38.63,4.57,2.34,0.45,169.01,134.29,1
4077,12892018102103,1,42573,43052,33.39,36.68,5.41,3.62,0.56,85.15,116.52,34.69,35.95,3.42,3.27,0.35,305.32,76.21,1
4078,20382018102103,1,42573,45102,32.97,31.58,4.52,4.42,0.46,77.11,44.98,32.57,32.74,1.69,4.69,0.15,92.2,125.61,1
4079,27642018102103,1,42573,45102,39.01,28.95,4.58,5.91,0.45,37.46,22.1,40.21,28.31,6.39,5.2,0.64,340.61,309.75,1
4080,12612018102105,1,43663,37211,89.21,27.85,5.63,3.84,0.58,308.2,313.1,88.8,26.62,6.41,3.6,0.65,5.42,347.85,1
4081,12612018102105,1,43663,46265,90.1,27.05,6.46,2.66,0.65,294.39,310.21,89.79,28.07,1.26,1.54,0.12,172.72,258.03,1
4082,16812018102105,1,46265,46147,31.21,2.18,7.56,2.61,0.76,132.38,137.69,32.46,2.95,6.5,1.75,0.65,182.74,175.63,1
4083,23622018102105,1,43663,41712,78.13,30.02,4.69,1.3,0.47,309.63,343.77,79.45,30.42,4.98,1.76,0.5,282.56,300.03,1
4084,8932018102106,1,43475,39173,87.41,22.99,2.65,4.41,0.27,281.84,209.87,86.08,22.3,1.37,0.44,0.14,64.91,99.83,1
4085,8932018102106,1,43475,43701,87.32,22.3,2.36,4.93,0.23,211.12,163.64,86.33,21.21,2.45,3.19,0.2,28.24,53.79,1
4086,16062018102106,1,43475,44865,88.44,35.43,6.29,6.67,0.63,236.92,235.48,87.5,36.32,5.35,2.84,0.53,151.39,174.37,1
4087,23852018102106,1,43475,37792,93.79,39.27,5.57,5.76,0.57,312.9,326.39,92.63,38.76,7.26,2.98,0.73,59.11,22.64,1
4088,362018102107,1,46466,43817,29.94,22.21,6.03,3.6,0.62,98.45,102.88,31.02,21.48,3.49,4.51,0.36,278.38,246.19,1
4089,1992018102107,1,35527,46474,86.67,37.61,3.97,4.82,0.42,312.5,251.7,85.38,37.48,0.72,4.09,0.08,107.78,1.0,1
4090,9262018102107,1,46466,46273,37.85,42.25,6.46,1.75,0.64,18.46,59.66,36.9,43.22,7.21,1.49,0.72,110.18,85.05,1
4091,14122018102107,1,35527,46474,35.56,32.3,5.66,1.52,0.57,54.89,77.82,35.8,33.52,4.96,1.27,0.49,109.59,118.04,1
4092,27012018102107,1,35527,38697,37.27,44.26,8.56,2.34,0.86,71.61,56.11,37.11,45.5,4.42,2.03,0.43,130.86,75.72,1
4093,28472018102107,1,35527,46474,36.47,30.37,7.45,3.67,0.75,53.91,39.16,37.89,30.29,4.31,2.44,0.42,284.4,13.7,0
4094,28472018102107,1,35527,38134,66.19,55.07,8.63,2.43,0.87,89.24,67.55,66.6,53.75,7.35,3.54,0.74,111.98,45.42,1
4095,33352018102107,1,35527,45215,84.19,44.03,8.58,2.5,0.87,300.48,294.11,83.15,43.1,6.65,2.06,0.65,348.75,331.09,0
4096,33352018102107,1,35527,42830,76.07,46.97,7.21,1.73,0.73,294.72,287.78,75.47,45.84,6.71,0.74,0.67,8.73,309.35,1
4097,42292018102107,1,35527,44123,86.48,30.13,1.96,7.5,0.23,232.85,225.95,85.18,30.07,3.46,4.2,0.32,47.75,100.86,1
4098,10102018102108,1,44852,43497,80.31,30.93,7.19,2.26,0.73,292.02,310.53,79.2,29.98,5.65,0.6,0.56,332.96,342.64,1
4099,17442018102108,1,44852,43497,32.34,33.85,4.96,5.3,0.52,48.12,29.18,33.82,34.08,5.56,2.23,0.56,269.38,325.34,1
4100,17442018102108,1,44852,45605,31.8,32.89,6.38,4.52,0.66,50.18,30.61,33.22,32.56,3.74,2.73,0.37,316.72,344.54,1
4101,25042018102108,1,46093,43416,27.91,35.2,7.42,4.22,0.75,60.32,50.29,28.38,34.25,8.67,3.61,0.87,24.12,14.54,1
4102,25042018102108,1,46093,44911,28.89,36.12,6.42,4.81,0.64,79.84,44.72,29.38,36.9,3.2,3.42,0.31,190.64,115.86,1
4103,28502018102108,1,42794,46154,36.28,14.38,8.13,4.02,0.82,105.81,99.92,37.1,13.27,3.53,1.48,0.34,312.97,27.52,1
4104,32572018102108,1,42794,45005,33.1,13.44,4.28,4.08,0.45,111.8,97.53,34.21,14.25,2.94,0.19,0.3,214.41,164.88,1
4105,36622018102108,1,42794,46230,36.2,35.08,7.16,3.6,0.73,88.04,69.39,36.99,33.86,6.32,1.08,0.63,164.87,21.14,1
4106,3202018102109,1,44837,43757,93.04,24.27,8.5,1.88,0.86,331.9,351.21,92.11,23.7,8.25,3.65,0.82,28.84,27.01,0
4107,3202018102109,1,44837,43397,91.67,31.58,7.57,2.84,0.72,341.5,345.32,90.69,31.89,3.92,4.01,0.4,54.16,44.24,1
4108,10042018102109,1,46506,41937,38.54,16.59,8.64,1.55,0.88,136.96,144.51,39.91,17.01,7.54,0.85,0.76,190.95,166.92,1
4109,31392018102110,1,39292,44952,94.06,29.77,8.59,3.16,0.86,228.55,218.67,94.27,31.14,7.59,3.76,0.76,131.91,163.59,0
4110,31392018102110,1,39292,46310,88.47,21.31,5.7,5.1,0.59,262.23,224.45,87.88,20.57,4.78,2.89,0.49,85.76,124.52,1
4111,11132018102111,1,45150,45042,42.12,43.47,3.48,4.78,0.35,59.06,29.68,43.3,44.1,2.39,2.58,0.24,239.42,229.71,0
4112,11132018102111,1,45150,46211,53.01,51.92,8.0,1.29,0.8,66.82,72.48,53.3,50.55,5.92,1.21,0.59,175.33,53.61,1
4113,20202018102111,1,43485,42718,33.69,42.39,7.27,4.02,0.73,88.62,95.85,34.7,43.23,3.18,3.78,0.31,101.48,166.6,1
4114,33772018102111,1,46309,45706,28.09,44.37,6.6,2.74,0.67,84.79,68.67,29.1,43.4,5.05,4.72,0.5,7.57,11.88,1
4115,33772018102111,1,46309,35953,29.21,44.83,5.77,3.83,0.59,96.42,68.97,30.08,45.7,1.7,6.04,0.16,231.72,49.01,1
4116,372018102200,1,44074,44996,94.43,22.08,8.13,2.65,0.82,332.88,331.58,93.15,21.79,6.04,2.61,0.6,64.87,34.39,0
4117,372018102200,1,44074,43986,91.87,26.39,5.88,5.83,0.61,271.85,320.63,91.1,27.56,3.45,1.34,0.34,130.7,273.11,1
4118,372018102200,1,44074,43299,89.44,28.2,2.38,5.35,0.27,250.66,290.39,88.21,28.97,2.02,4.68,0.22,105.12,107.51,1
4119,13502018102200,1,46459,43712,93.19,22.68,5.82,4.52,0.59,253.58,299.06,93.08,21.39,7.15,2.4,0.72,200.12,336.04,1
4120,19502018102200,1,46459,46263,96.86,18.79,7.69,2.1,0.77,335.89,3.83,95.69,18.35,7.57,6.79,0.76,53.57,44.45,1
4121,33072018102200,1,46459,37115,90.31,14.0,4.51,4.8,0.48,218.59,258.99,89.01,13.79,0.87,3.17,0.1,79.82,130.22,1
4122,39532018102200,1,46459,46127,83.48,2.91,7.31,2.79,0.74,232.39,226.66,82.24,2.9,3.75,2.65,0.36,107.23,208.01,1
4123,362018101100,1,46683,43522,88.21,16.26,6.9,4.08,0.7,270.61,256.93,87.11,15.65,2.67,2.92,0.27,52.63,54.04,1
4124,4232018101100,1,42794,38760,22.86,31.04,1.92,6.35,0.22,64.76,66.63,24.07,31.7,3.87,3.68,0.41,260.16,253.99,1
4125,28912018101100,1,42794,41614,29.49,19.8,6.79,3.11,0.69,62.16,69.39,30.5,19.28,5.69,2.74,0.55,195.59,292.12,0
4126,28912018101100,1,42794,38852,32.12,22.99,3.36,3.82,0.32,243.99,20.05,33.26,23.66,1.78,6.54,0.2,176.9,194.45,1
4127,28912018101100,1,42794,43880,30.93,20.81,5.55,5.43,0.58,80.58,50.56,32.24,20.48,4.0,3.61,0.4,281.72,329.66,1
4128,32762018101100,1,46683,46641,33.2,17.25,5.65,5.49,0.58,93.57,75.8,34.14,18.02,3.43,2.13,0.33,215.78,160.96,1
4129,4662018101400,1,37220,46263,90.74,24.99,5.42,3.85,0.55,349.96,348.12,89.48,24.68,4.5,0.45,0.45,22.57,29.14,1
4130,20682018101400,1,45321,40191,42.57,29.91,3.1,3.57,0.32,111.89,108.99,43.37,28.73,6.48,2.61,0.66,332.23,345.97,1
4131,21072018101400,1,44074,43757,24.17,39.73,5.14,4.31,0.53,31.01,100.06,24.85,39.83,4.33,6.51,0.44,249.52,280.47,1
4132,39922018101400,1,37220,46269,32.32,42.68,3.95,7.11,0.42,121.63,118.63,33.69,43.03,1.64,2.1,0.17,273.97,199.82,1
4133,18302018101401,1,43663,41953,51.58,48.99,7.43,2.31,0.75,92.19,76.23,52.38,48.11,4.74,0.37,0.47,349.97,35.8,1
4134,20312018101401,1,44946,45223,85.61,52.77,5.67,2.53,0.58,272.43,284.33,85.02,51.45,5.94,1.94,0.6,359.35,359.21,1
4135,20932018101401,1,43663,44906,63.16,1.79,7.55,3.43,0.77,271.85,249.66,63.69,3.08,8.4,2.71,0.85,223.72,237.8,1
4136,20932018101401,1,43663,43314,65.38,2.68,8.47,3.96,0.86,270.27,246.28,64.01,3.26,6.98,2.88,0.7,162.48,228.72,1
4137,25582018101401,1,43663,41579,83.85,23.16,5.99,4.34,0.62,314.41,270.16,83.22,24.28,4.48,0.87,0.46,194.64,222.42,1
4138,38372018101401,1,44946,46147,88.07,22.17,3.8,4.41,0.39,319.51,302.86,87.26,21.32,4.6,2.18,0.47,54.46,1.7,1
4139,38372018101401,1,44946,45020,90.23,21.33,5.6,2.37,0.57,251.44,287.43,89.41,20.15,2.57,3.19,0.24,100.48,327.44,1
4140,362018101402,1,44837,46320,30.76,36.1,6.51,3.3,0.66,352.84,37.29,32.09,36.26,4.61,2.02,0.46,248.87,343.03,1
4141,3342018101402,1,46174,42529,30.76,9.94,4.42,3.93,0.46,80.85,114.91,31.46,8.93,1.33,1.85,0.12,327.03,78.1,1
4142,15802018101402,1,44837,46117,89.98,28.85,5.59,6.37,0.43,224.99,278.76,89.04,29.19,1.4,3.99,0.16,120.52,99.75,1
4143,15802018101402,1,44837,45573,90.4,28.75,6.82,4.73,0.71,237.23,277.74,89.68,27.58,4.22,2.12,0.41,54.17,346.31,1
4144,20482018101402,1,44837,43062,84.19,34.69,5.78,5.15,0.6,277.66,276.27,83.32,35.19,0.64,0.75,0.07,131.87,290.37,1
4145,23172018101402,1,44964,43747,89.42,43.11,7.98,5.1,0.81,258.85,322.16,88.45,42.11,8.07,3.78,0.82,350.52,1.88,1
4146,25632018101402,1,46506,42529,39.26,27.84,6.11,4.16,0.63,62.8,116.47,38.29,26.72,5.69,3.95,0.57,49.59,89.26,1
4147,25632018101402,1,46506,46117,38.69,28.11,6.35,4.06,0.65,62.8,112.53,39.4,29.31,4.85,1.49,0.48,188.2,150.35,1
4148,35252018101402,1,46086,46506,31.41,36.99,6.51,3.88,0.66,54.78,78.82,32.51,37.78,1.44,5.43,0.14,227.57,37.69,1
4149,362018101403,1,46256,46633,91.49,8.78,5.37,5.1,0.55,264.95,244.61,91.05,9.84,6.0,2.46,0.59,193.17,189.41,1
4150,7292018101403,1,37200,43075,88.7,10.92,6.0,4.36,0.62,292.04,239.23,87.92,11.62,4.77,3.1,0.48,170.12,158.93,1
4151,7292018101403,1,37200,46633,90.43,11.93,7.35,2.13,0.74,264.76,240.62,89.62,12.84,5.06,2.46,0.5,157.87,188.04,1
4152,35462018101404,1,40249,45302,21.53,30.2,8.25,0.49,0.82,150.87,172.08,22.54,30.93,5.78,7.37,0.58,259.56,253.35,0
4153,35462018101404,1,40249,44909,27.85,14.04,6.07,4.24,0.63,144.36,146.07,29.02,13.8,3.78,4.88,0.37,340.02,176.78,1
4154,35462018101404,1,40249,41997,28.85,12.46,5.43,3.53,0.7,200.13,147.53,29.63,13.55,8.21,3.07,0.83,220.32,169.52,1
4155,362018101405,1,43381,42830,25.05,16.36,7.33,2.76,0.75,140.67,160.47,26.21,16.48,6.47,4.12,0.65,204.54,202.8,1
4156,20872018101405,1,43381,38697,81.45,7.92,7.11,1.08,0.71,282.06,230.77,80.32,8.83,7.21,2.6,0.72,154.47,173.67,1
4157,24482018101405,1,43381,44123,23.21,37.03,8.83,1.6,0.88,34.63,19.21,24.05,36.14,8.54,3.29,0.86,332.64,346.01,0
4158,35562018101405,1,36071,46674,27.17,41.5,3.89,2.94,0.39,84.08,70.04,27.96,40.94,4.57,3.47,0.47,287.14,349.27,1
4159,3142018101406,1,35527,46349,93.67,47.26,8.37,3.16,0.85,312.31,336.03,92.65,46.9,6.31,3.46,0.62,13.75,14.92,1
4160,6272018101406,1,45102,43817,34.44,40.98,6.36,3.62,0.65,98.11,91.17,34.62,39.81,4.54,1.52,0.46,317.67,47.52,1
4161,12472018101406,1,35527,41356,31.76,32.87,7.57,4.4,0.76,100.46,79.53,31.79,31.8,6.23,5.5,0.62,48.0,24.69,0
4162,22332018101406,1,35527,46290,82.6,44.33,5.6,7.52,0.57,315.79,312.14,81.55,44.39,3.81,2.96,0.38,48.67,35.74,1
4163,41652018101406,1,44003,46273,78.95,11.67,8.86,0.71,0.89,225.34,191.17,77.58,12.07,7.2,0.64,0.72,162.61,175.77,1
4164,362018101407,1,46096,38643,27.82,16.12,5.03,5.2,0.55,141.72,169.04,29.0,15.67,3.66,3.78,0.38,270.02,249.98,1
4165,21372018101408,1,44967,46124,79.03,13.26,6.98,1.97,0.71,230.89,192.25,77.7,13.39,6.57,0.77,0.66,109.61,153.1,1
4166,26722018101408,1,41916,42368,92.71,39.76,5.35,1.88,0.55,276.34,278.99,91.81,38.83,5.08,2.8,0.5,355.99,39.86,1
4167,36212018101408,1,44852,46329,96.31,16.62,6.1,5.79,0.63,253.99,230.88,95.9,15.61,4.71,4.58,0.49,282.67,74.29,1
4168,9412018101409,1,43485,45549,81.41,30.7,6.3,4.45,0.63,248.55,282.42,80.07,30.39,1.51,5.02,0.14,62.88,324.56,0
4169,9412018101409,1,43485,43508,78.04,32.36,2.97,2.58,0.26,264.78,314.66,76.92,33.23,0.32,3.67,0.05,119.25,212.72,1
4170,11662018101409,1,46367,43456,86.98,27.92,4.06,5.1,0.4,256.8,255.78,85.94,28.69,2.64,2.28,0.27,118.52,205.11,1
4171,38842018101409,1,46367,43485,90.04,35.26,5.14,4.94,0.53,325.53,302.07,90.05,36.63,2.65,5.27,0.24,157.31,273.42,1
4172,11742018101410,1,44029,39374,81.42,32.62,6.9,2.42,0.68,280.29,284.29,80.16,32.05,4.69,1.78,0.47,82.23,301.71,1
4173,11742018101410,1,44029,43000,82.08,32.44,7.23,2.1,0.79,298.9,283.78,81.97,33.48,4.26,1.73,0.44,146.38,230.35,1
4174,7072018101411,1,42973,43349,89.19,47.88,5.59,6.5,0.59,248.57,291.15,87.94,48.62,2.51,4.51,0.26,104.61,76.63,1
4175,7072018101411,1,42973,46958,88.72,48.08,4.84,6.78,0.51,258.67,293.6,87.86,46.86,5.15,5.17,0.53,83.54,11.65,1
4176,20912018101411,1,43396,40248,90.65,42.88,6.08,3.09,0.56,286.38,311.57,89.59,42.54,4.93,2.99,0.49,49.68,99.49,1
4177,6122018101412,1,46265,46312,23.16,40.92,8.3,4.93,0.84,55.88,24.22,24.55,40.91,7.24,5.18,0.72,304.77,318.42,0
4178,6122018101412,1,46265,34485,29.44,49.79,4.48,1.13,0.45,112.82,91.45,30.66,49.88,1.87,6.61,0.21,271.86,298.24,1
4179,20062018101412,1,46265,42887,33.86,27.87,4.96,3.63,0.49,115.28,115.26,33.74,26.68,6.4,2.6,0.7,16.66,38.83,1
4180,21082018101412,1,39975,37211,86.2,18.52,5.62,2.0,0.57,238.63,241.42,84.87,18.99,1.68,2.71,0.15,149.25,220.6,1
4181,21082018101412,1,39975,42463,85.71,18.26,5.43,1.97,0.55,238.63,241.33,85.26,16.92,2.68,2.18,0.25,20.28,260.1,1
4182,23972018101412,1,46265,33234,39.34,40.19,8.03,3.17,0.8,61.87,74.65,40.25,39.26,6.44,1.63,0.64,304.16,49.36,1
4183,31952018101412,1,46265,35466,67.45,51.9,8.82,0.3,0.88,274.08,281.44,67.89,50.72,8.09,3.39,0.8,318.24,309.59,1
4184,2252018101500,1,42437,45184,29.07,13.51,4.66,3.64,0.47,151.86,169.43,30.41,13.87,5.2,1.61,0.53,200.32,194.52,0
4185,2252018101500,1,42437,41411,30.25,9.6,2.4,6.03,0.24,187.68,115.22,31.22,8.8,0.91,5.03,0.1,303.07,297.21,1
4186,3862018101500,1,46211,46432,79.04,5.24,4.63,1.4,0.47,356.02,261.26,79.32,6.35,6.69,3.88,0.69,187.39,222.56,1
4187,5432018101500,1,46309,46157,88.03,26.01,7.14,2.8,0.73,299.54,297.32,87.81,24.74,7.03,4.0,0.7,162.58,319.39,1
4188,5432018101500,1,46309,44845,88.03,26.01,7.14,2.8,0.73,299.54,297.32,87.43,27.02,3.33,4.38,0.34,120.15,127.48,1
4189,8442018101500,1,46309,47010,91.55,21.25,6.6,3.42,0.67,273.71,288.49,90.87,20.44,4.02,3.55,0.48,13.89,349.28,1
4190,9552018101500,1,42437,42508,62.24,45.02,8.02,3.95,0.82,69.74,69.01,63.35,44.71,6.98,2.12,0.71,358.72,37.77,0
4191,36222018101500,1,46309,46724,78.89,0.89,7.74,3.11,0.78,217.59,216.8,78.43,2.16,8.32,3.37,0.84,192.34,200.56,1
4192,27442018100400,1,46100,45567,82.64,49.14,8.94,1.2,0.91,328.48,323.37,81.28,49.01,5.8,0.83,0.62,54.17,340.18,1
4193,39252018100400,1,45102,33234,85.72,26.74,3.17,5.78,0.23,218.16,238.71,85.84,28.0,5.53,3.58,0.49,153.85,156.48,1
